NUR77	Gm53
PUR1	Prdm4
NRF-1	Atg5
AML1	Lamp2
SOX5	Adcyap1r1
HNF4	Gsc2
Octamer	Il23a
isx	Lmo3
TAL1	Lfng
SOX5	Ivl
MAFA	Tmem151a
HNF4	Tusc5
HNF4	Mpzl1
Elk-1	Golga1
HNF4	Gdf10
HNF4	Mpzl2
NFAT3	Mir3093
ETS2	Msx1
OTX	Actl6a
NF-Y	Cnot6
myogenin	Galnt2
ETS2	Msx3
COUP-TF	Nr2f1
AP-2rep	Rian
HNF4	Zfp133-ps
myogenin	Galnt3
COUP-TF	Nr2f2
ETS2	Syngr3
Lmo2complex	Cacna1h
SOX5	Tmem100
HNF4	Gdf15
myogenin	Galnt6
myogenin	Sympk
SOX5	Ephb1
ETS2	Syngr4
AP-2rep	Gm12359
USF	Gm10466
AP-2rep	Tff1
SOX5	Ephb3
RFX1	Zswim2
myogenin	Galnt9
SOX5	Ephb6
NRF-1	Ccnt2
ETS2	Mycbp
HNF4	Vmn1r30
PUR1	Pqlc2
SOX5	Pcp4
HNF4	Vmn1r32
ETS2	Htr1f
STAT6	Cacna2d1
HNF4	Olfr110
STAT6	Cacna2d2
Nobox	Pde1c
HNF4	Olfr111
GR	Gcm1
STAT6	Cacna2d4
AML1	D6Ertd474e
OTX	C730036E19Rik
ETS2	S1pr2
PUR1	Vwa1
NFAT3	Atf3
NF-kappaB	Ccl2
PUR1	Smarca1
HNF4	Vmn1r39
MAFA	Cux2
PUR1	Smarca2
HNF4	Olfr116
CLOCK:BMAL	Socs2
HNF4	Olfr117
myogenin	Tbc1d22a
GR	Olfr749
GABP	Rbm22
PUR1	Psd2
HNF4	Olfr118
YY1	Pspc1
GABP	Nat9
AP-2rep	Magi1
CLOCK:BMAL	Socs5
HNF4	Olfr119
myogenin	BC022687
ATF	LOC100504473
GR	Dnali1
Stat3	Spryd4
CREB	Umps
SOX5	Fap
RXR:LXR-beta	Dnaja2
Lyf-1	Wnt9b
LEF1	Nhlh2
HNF4	Olfr1087
AP-2rep	Atxn7l1
CTCF	Foxd2
FLI1	Fam89b
PUR1	Kcnq3
HNF4	Olfr1089
COUP	Tjp2
AP-2rep	Atxn7l3
NF-Y	2810030E01Rik
PUR1	Kcnq4
HNF4	Ebag9
SOX5	Ccl2
STAT6	Frmd6
SOX5	Ccl3
NF-Y	Hmcn1
HNF4	Olfr1532-ps1
hbp1	Vmn2r109
Nobox	Hist1h3h
HNF4	Nr1d1
myogenin	Butr1
PUR1	Oaz1
myogenin	Snord23
HNF4	Nr1d2
SOX5	Gm5416
ATF2	Cyr61
MAFA	Snora30
LMAF	Calcrl
AP-2rep	Lama1
HNF4	Pdzk1
ETS2	Fgl1
STAT6	1700026L06Rik
SOX5	Ssty1
Nobox	Proc
PUR1	Col16a1
SOX5	Ssty2
ETS2	Mir196a-1
CREB	Vrk3
ERRalpha	Usp19
AP-1	Fbxo2
MAFA	Snora34
Mycn	Npm1
AP-1	Obscn
HNF4	Zzz3
Nkx2-5	D0H4S114
Stat3	Fbxo33
Stat3	BC068281
FLI1	Olfm1
AP-2rep	Lama5
HNF4	Gm94
PPARG	BC030307
NF-kappaB	Zbtb32
GABPA	Zfp410
NF-kappaB(p65)	Ffar2
FLI1	Olfm3
HNF4	Pebp1
ETS2	Ankrd52
Stat3	Fbxo36
E2F-1	Plekha5
HNF4	Gm97
FRA1	Neu2
AP-1	Lyve1
NRF-1	Nup62
HNF4	Gm98
SOX5	Pcdhgb1
ETS2	Ankrd54
HNF4	Pebp4
SOX5	Dcaf5
NRF-1	Srpk3
ERR2(ESRRB)	Catsper2
SOX5	Dcaf6
SOX5	Dcaf7
hbp1	Dpcr1
ETS2	Ankrd57
SOX5	Pcdhgb5
SOX5	Cramp1l
HNF4	Foxi1
SOX5	Pcdhgb7
HNF4	Foxi2
GABP	Trip4
SOX5	Pcdhgb8
USF	Nagpa
HEB	Tef
MAFA	P2ry10
HNF4	Foxi3
ETS2	Tsg101
PUR1	Hes3
MAFA	P2ry12
SOX5	9330162B11Rik
ipf1	Pipox
STAT6	Ipmk
CAR	2210403K04Rik
FLI1	Myl6b
MATH1	Zmym4
PUR1	Hes6
AP-2rep	Scn4a
PUR1	Hes7
AP-2rep	Mcts1
MAFA	9430031J16Rik
MAFA	Ppp5c
ATF2	Clstn2
STAT6	Pdcd1lg2
SOX5	Gje1
HNF4	Clk2
AP-2rep	Scn4b
deltaEF1	Dsg1a
Nkx2-5	Appl1
HNF4	Clk3
SOX5	Trfr2
Nkx2-5	Cbln1
ETS2	Mir707
Nkx2-5	Cbln3
ETS2	Mir708
myogenin	Cox4i1
Mycn	Acy1
FRA1	2010001M09Rik
USF	Copz1
CREB	Arl5b
SOX5	Nfxl1
hbp1	Lrrc45
ETS2	Per1
CREB	Calca
MAFA	0610031J06Rik
PPARG	Fzd4
Meis2	Sox4
NF-Y	AA465934
ETS2	Per2
PPARG	Fzd5
HNF4	Mlst8
AML1	Arxes1
CREB	Alas1
PPARG	Fzd7
PPARG	Fzd8
alpha-CP1	Gm10147
NF-kappaB	Tmem171
AP-2rep	Homer1
SOX5	Atxn7l3b
RXR:LXR-beta	Fads3
OTX	Qtrtd1
Nkx2-5	Zfp512
NRF-1	Hdlbp
AP-2rep	Muc5ac
AP-2rep	Homer3
ETS2	Bsn
PPARG	Mrps33
AP-2rep	Dbh
CLOCK:BMAL	1110028C15Rik
ETS2	Gm239
E2A	2210018M11Rik
Nkx2-5	Snord111
HNF4	Ybey
AP-1	Dmpk
Nobox	Mir677
myogenin	Ing1
CLOCK:BMAL	Krr1
myogenin	Ing2
ETS2	Hmga1-rs1
MAFA	Cdh10
HNF4	Unc45a
MAFA	Cdh12
HNF4	Unc45b
E2A	Zfp750
AML1	Abi2
PUR1	Bet1l
AML1	Abi3
AP-2rep	Dbp
HEB	Lrtm1
ESE1	Mir1933
Nkx2-5	Ccr2
ETS2	Klrd1
ETS2	Bsx
SOX5	Fcrl5
ETS2	Slc40a1
PMX2A	Klf14
Nkx2-5	Cpb2
MAFA	Cdh16
EBF	Trpm3
AP-2rep	Olfr316
Zic1	Wdr86
AP-2rep	Dbt
PUR1	Doc2g
GR	D830015G02Rik
ATF2	Dleu2
HNF4	Tuft1
MAF	Tmem40
HNF4	Megf10
GR	Olfr1152
HNF4	Megf11
PPARG	Pdha1
ETS2	Nradd
Stat3	Hspa12b
FLI1	Zbtb3
Stat3	1700037C18Rik
GABP	Mrpl52
AP-2rep	0610038B21Rik
HNF4	D230025D16Rik
myogenin	Cntnap5b
myogenin	Cntnap5c
MAFA	4831426I19Rik
ETS2	Tlk1
PPARG	Dpp3
USF	Gm10474
myogenin	Dnaja2
PPARG	Snora30
PPARG	Dpp4
STAT6	Dennd1a
HNF4	Gm6981
HNF4	Rit2
Stra13	Gmfb
HNF4	Stk11ip
Elf-1	1700017B05Rik
PPARG	Elavl2
PPARG	Dpp6
E2F-1	Tmem222
SF1	Dgat1
FLI1	Anapc11
POU2F3	Hist3h2a
PPARG	Gyltl1b
ETS2	Htr2a
MAFA	8430410A17Rik
HNF4	Lrg1
Bach2	Mdc1
HNF4	Gm6985
ETS2	Htr2b
SOX5	Tmem117
HNF4	C030019I05Rik
STAT6	Gal3st1
SOX5	Ppa1
ETS2	Htr2c
AP-2rep	Cggbp1
SOX5	Zfyve1
Nobox	Nefm
deltaEF1	Rab42-ps
MAFA	Abcg5
MAFA	Abhd12b
AML1	Gm684
STAT6	Gal3st4
Nkx2-5	Kdsr
HNF4	Olfr120
E2A	Arv1
PUR1	Tspan1
c-Rel	Prrt1
T3R	Pou4f1
PUR1	Tspan2
MAFA	Abcg8
MAFA	1700017N19Rik
Meis2	Golph3l
HNF4	Olfr123
myogenin	Tab2
Myc	Prmt1
AML1	C130022K22Rik
HNF4	Olfr124
Nobox	Gpr82
myogenin	Tab3
MAFA	Lcn10
HNF4	Olfr125
ETS2	Rundc1
SOX5	Zfyve9
Arx	Lmo3
HNF4	Olfr126
HNF4	Olfr127
Stat3	Synj1
STAT6	Ctage5
Nobox	Gpr85
HNF4	Olfr1090
NFAT3	Olfr706
Stra13	Lamp1
NF-kappaB(p65)	Sox5
STAT6	Btg1
ATF2	Adnp
AP-2rep	Rbpms2
HNF4	Olfr1094
PPARG	BC090627
ATF1	Clasp2
RFX1	Ttc12
ETS2	Glg1
Lhx8	2610100L16Rik
ER	Lpcat2
OTX	Cntnap5c
SF1	Idh2
myogenin	Rgs3
PPARG	Peg10
myogenin	Rgs4
HNF4	Olfr1098
CREB	Senp2
SOX5	Cxcl10
HNF4	Mir1186b
HNF4	Olfr1099
FLI1	Arfip1
Nkx2-5	Depdc1b
PPARG	Rnf112
HEN1	Tbx4
SOX5	Fcrla
CREB	Nrbf2
MAFA	Fras1
PUR1	Crybg3
myogenin	Fli1
SOX5	Cxcl13
myogenin	Rgs9
HNF4	Tshr
PUR1	Mogat2
PUR1	Gmip
Stat3	Txndc2
HNF4	Plp1
HNF4	Cab39
HNF4	Plp2
PPARG	Cdkl5
MAFA	Haao
ETS2	Man2a1
Elk-1	Tomm70a
PPARG	Tmem90a
AP-2rep	Lamb1
Stat3	Fbxo40
ICSBP	Atxn7l1
AP-2rep	Lamb2
AP-2rep	Lef1
SOX5	D16Ertd472e
AP-2rep	Lamb3
Stat3	Fbxo41
E2A	Rin1
Stat3	Fbxo42
PPAR	Tomm70a
SOX5	Hbp1
SREBP-1	Gpatch3
E2A	Rin3
HNF4	Cerkl
HNF4	Clcn4-2
AML1	Kptn
ETS2	Ankrd61
E2F-1	Bmp2
Nkx2-5	Prkg1
GABPA	Rgl2
ETS2	E230029C05Rik
ETS2	Ryk
COUP	Ppp1r3b
GABPA	Zfp422
Nkx2-5	Prkg2
Nkx2-6	Bhlhe41
PUR1	Pcgf3
OTX	Olfr291
FOXO4	Atp2b2
hbp1	Olfr933
NF-kappaB	2310061J03Rik
ETS2	Nt5dc2
NRF-1	Spata22
HEB	Cryzl1
HNF4	Efha1
alpha-CP1	Derl2
ETS2	Nt5dc3
SOX5	Dthd1
HNF4	Foxj1
PUR1	Fstl3
HNF4	Efha2
HNF4	Foxj2
HNF4	Foxj3
FLI1	Sdhb
Lyf-1	AI428936
ETS2	Hnrnpd
HNF4	Fitm1
EBF	Slc35d3
OTX	Olfr297
SREBP-1	Fam134a
ETS2	Mir710
GR	Ndrg2
HNF4	Fitm2
ETS2	Mir711
ETS2	Hnrnpf
Esrrb	Atp5a1
PPARG	Capn11
Stat3	Pdk3
ETS2	Mknk1
AP-2rep	Scn5a
HNF4	Actg1
ETS2	Mknk2
SOX5	Smpdl3a
PUR1	Scrt1
SOX5	Atg10
HNF4	Myct1
HNF4	Actg2
PUR1	Scrt2
ETS2	Btc
HNF4	Recql
SOX5	Fam69a
SOX5	Atg12
ETS2	Hnrnpm
ETS2	Mir718
TERALPHA	Nespas
PPARG	BC049352
ETS2	Mir719
SOX5	Atg13
E2F-1	Prdm12
SOX5	Atg14
HNF4	Napepld
SOX5	Olfm1
AML1	Gpr108
PPARG	1110021J02Rik
ATF	Slc25a33
Nkx2-5	Pcdhb21
SOX5	Olfm3
AP-2rep	Ism1
PPARG	Srxn1
ATF	Gtpbp1
SOX5	Olfm4
NUR77	5730528L13Rik
HEB	Rbfox2
ETS2	Gm16287
ATF	Slc25a36
AML1	Sorbs1
ATF	Slc25a37
ETS2	Btk
Pdx1	Klhl14
ATF	Slc25a39
c-Myc:Max	Kcnh4
ETS2	Agap2
Nkx2-5	Rfpl4b
HNF4	Nol3
HNF4	Nol4
ETS2	Agap3
Meis1	Myl1
Lyf-1	Mir219-2
SREBP-1	Zfp207
HNF4	Rcvrn
ETS2	Stam
Nkx2-5	Hc
PUR1	Aim2
PUR1	Spint4
Nrf-2	Abcb6
Nkx2-5	Zfp526
AP-1	Cic
Nkx2-5	Snord123
Lyf-1	BC013529
MAFA	Wdr64
AP-2rep	Dck
ETS2	Olfr1469
HNF4	Krtap20-2
SOX5	LOC654426
RFX1	AI504432
alpha-CP1	Hist1h3e
Oct-2	Spred2
NFAT3	Pak3
MAFA	Rom1
HNF4	D930048N14Rik
ETS2	Star
AP-2rep	Ankrd33b
HNF4	Efs
alpha-CP1	Hist1h3g
AP-2rep	Nrp1
HNF4	Fam46a
AP-2rep	Nrp2
SOX5	Gm8615
AP-2rep	Olfr323
Dlx-1	Il1rapl1
MAFA	Gm14137
myogenin	Flii
NF-kappaB	Madcam1
HNF4	Fam46c
myogenin	Atp6v1b2
NRF-1	Samd10
GABPA	Aptx
NF-Y	Neurog1
AP-2rep	Olfr325
STAT6	Zdbf2
AP-2rep	AI597468
HNF4	F630028O10Rik
NF-Y	Neurog2
Elk-1	Phb2
NF-Y	Neurog3
HNF4	Amy2b
HEB	Dao
Stra13	Epc1
OTX	Gm10440
HNF4	Lmnb1
PPARG	Chad
Stra13	Cep57
HNF4	Ppp3r2
Oct-1	Hist2h2ac
PMX2B	4931429L15Rik
Nrf-2	Tcfap4
E2F-1	Hnrnph1
HNF4	Lmnb2
PPARG	Apba1
STAT6	Fbxo15
YY1	Ddx5
HNF4	Gse1
SOX5	Herpud2
YY1	Ddx6
PPARG	Zfp131
AML1	Nedd4l
AML	Cldn2
AP-2rep	Arhgdib
PPARG	Zfyve26
Nkx2-5	Mamld1
FLI1	Eif3c
PPARG	Zfyve27
ETS2	Tll1
ETS2	Tll2
HEB	Iqcg
NRF-1	Rplp1
AP-2rep	D8Ertd738e
AP-2rep	Arhgdig
GR	Mtmr2
PPARG	Snora41
myogenin	Txndc12
HNF4	Grcc10
myogenin	Lpcat4
GABP	Prkab1
myogenin	Dnajb5
Ets	Slc46a1
HEB	Iqcj
GR	Ift140
HNF4	Gm6994
ETS2	Htr3a
FRA1	Gm13476
Nkx2-5	Kbtbd8
AP-2rep	Csnk1a1
myogenin	Txndc16
STAT6	Slc34a1
FLI1	Eif3k
FLI1	Eif3l
HNF4	Slc38a10
MAFA	Steap1
HNF4	Slc38a11
HNF4	Vmn1r51
SOX5	Tmem128
AML1	Abcc12
PPARG	Tjap1
MAFA	Grhl1
HNF4	B230120H23Rik
Mycn	Pms2
Nobox	Pde3a
LEF1	Nfia
ETS2	Prosapip1
GLI3	Pde4b
HNF4	Ednra
Nobox	Pde3b
MAFA	Steap3
USF	Cebpa
HNF4	Olfr130
HNF4	Ednrb
HNF4	Olfr131
CHX10	Uncx
PUR1	Selenbp1
HNF4	Olfr132
hbp1	Maged2
MAFA	Olfr506
HNF4	Vmn1r56
SOX5	Ptp4a1
PUR1	Selenbp2
NFAT3	Olfr710
ETS2	Tmed7
MAFA	AI848100
HNF4	Olfr134
ETS2	Cuta
STAT6	Gpr31c
OTX	Chrnb1
HNF4	Vmn1r58
Nkx2-5	Zfand6
NF-kappaB	Rap1a
AP-2rep	Catsper2
HNF4	Olfr135
PPARG	Phf1
MAFA	Olfr509
HNF4	Vmn1r59
SOX5	Zbtb2
HNF4	Usp6nl
HNF4	Bpnt1
PPARG	Aste1
NFAT3	Olfr714
AP-2rep	Catsper4
MAFA	Dhrs1
HNF4	Olfr138
GABPA	Dzip3
SOX5	Eif2a
myogenin	Dbndd1
HNF4	Hmg20a
ESE1	Diras2
Ets	Junb
PUR1	Hrc
PPARG	Pdlim1
Stat3	Csrp2
HOXA3	B3gat1
FRA1	Slc12a4
Nkx2-5	Yipf5
c-Myc:Max	1300001I01Rik
SF1	Pdlim4
PUR1	Kcns2
PPARG	Pdlim4
myogenin	Inha
Nkx2-5	Pde4dip
PUR1	Kcns3
PPARG	Rnf123
MAFA	Frat2
E12	Epc2
STAT5A(homodimer)	Ldb1
ETS2	Rbx1
hbp1	Adamts6
AML1	Mthfr
Ebox	Sash3
CLOCK:BMAL	Khdrbs1
TAL1	Srcin1
MATH1	Pde1a
MAFA	Arid3c
SMM_brkOnly	Mab21l1
AP-2rep	Gm10638
GR	Lyrm1
Nkx2-5	Serpinb3a
GR	Scarna9
HNF4	Bspry
HNF4	Sqrdl
HNF4	Odam
Zic2	Prr3
ETS2	2610507I01Rik
NRF-1	Mir18b
ETS2	Man2b1
Nkx2-5	Serpinb3d
SOX5	Coro6
PUR1	Sec14l2
Spz1	AU040320
YY1	Tcf4
HNF4	Cacnb1
AP-2rep	Lamc2
PUR1	Spry4
OCT-x	Six1
HNF4	Cacnb2
FLI1	Adnp2
GLI3	Fndc1
HNF4	Cacnb3
RORalpha	Pvrl1
STAT6	Gtf3c3
ESE1	Jph1
HNF4	Cacnb4
ETS2	Vti1a
NF-Y	Cdh18
GABPA	Dbnl
E2A	Cbfa2t3
ETS2	Wnk1
FRA1	Nrg1
STAT6	1700034F02Rik
Elk-1	Pdrg1
HNF4	Mobkl1a
myogenin	Tnfsf15
HEB	Trim50
HNF4	Mobkl1b
NRF-1	Nup85
ETS2	Wnk4
PUR1	Vkorc1
USF	Ssr1
GLI1	Jarid2
PUR1	Ddit3
ETS2	Phtf2
HNF4	Cwh43
c-Rel	Myst2
AP-2rep	Gyk
HNF4	Foxk1
SOX5	Nr3c1
HNF4	Foxk2
HNF4	Rarres2
PPARG	Elmo1
AML1	LOC100504265
HNF4	Rasgef1a
RFX1	Nkx2-1
PPARG	Elmo2
HNF4	Rasgef1b
NF-E2	LOC100504323
NRF-1	Rtcd1
HNF4	Pmpca
AP-2rep	Nfe2l1
HNF4	Rasgef1c
PPARG	Elmo3
GABPA	Necap1
HNF4	Pmpcb
ETS2	Mir721
MAFA	Satb1
GABPA	Necap2
MATH1	Ost4
AP-2rep	Nfe2l2
PUR1	Phactr2
HNF4	Igsf9b
AML1	Gpr111
NF-Y	Ddx4
NF-Y	Nphp4
NF-Y	Ddx5
AML1	Gpr113
ETS2	Zfp365
Oct-2	Cadm1
AML1	Gpr115
ETS2	Zfp366
STAT6	Slit1
NF-E2	Asah2
NRF-1	1110006O24Rik
STAT6	Slit2
NRSE	Myt1
PPARG	Hoga1
myogenin	Slmo1
HNF4	Dab1
Stat3	Cidec
STAT6	Ildr1
HNF4	Dab2
FRA1	Cacna2d3
HNF4	Pea15a
SOX5	Plxna2
HNF4	BC021891
HNF4	Pea15b
Esrrb	Fam195a
GABPA	9430023L20Rik
Stat3	Mir19b-1
AP-2rep	Ddc
HNF4	Gm15217
Vsx1	Fgf20
HNF4	Nom1
myogenin	Ssfa2
myogenin	Col9a1
HNF4	1110059E24Rik
AP-1	Akt3
Nkx2-5	Hist2h3b
Oct-1	Lrch4-sap25
myogenin	Col9a2
MAFA	Hist2h2bb
myogenin	6430550D23Rik
Nkx2-5	Zfp536
MAFA	Gnat1
YY1	Nono
NUR77	Mrpl47
MAFA	Gnat2
AP-2rep	Coq9
CTCF	BC067068
HNF4	Tmem55a
CLOCK:BMAL	Ctnna2
MAFA	Arl11
HNF4	Tmem55b
HEB	Dbh
AP-2rep	Ankrd34a
AP-2rep	Ankrd34b
AP-2rep	Ddo
Nobox	Robo3
Stat3	Cdh4
MAFA	Mir181b-1
SOX5	Raver2
ESE1	Mir1953
HNF4	Xrcc1
AP-2rep	Pkhd1l1
MAFA	Arl15
myogenin	Atp6v1c2
HNF4	Xrcc2
Stat3	Papss2
HNF4	Xrcc3
YY1	Lars2
HNF4	Xrcc4
SOX5	Clec4d
SOX5	Clec4e
HNF4	Xrcc6
NF-1	Eif2a
HEB	Dbp
GR	C2cd4a
Oct-1	Hist2h2bb
GABP	Rhoa
ETS2	2310034C09Rik
ETS2	Mirlet7f-1
PPARG	Mir500
HNF4	Nt5c1a
Stat3	H6pd
ATF2	Cstf3
HNF4	Nt5c1b
PPARG	Mir501
HEB	Gm5607
MRG2	Celf2
GR	C2cd4d
Oct-1	Hist2h2be
PPARG	Ocln
Stat3	B2m
MATH1	Tbr1
PPARG	Apbb2
Nkx2-5	Nsd1
PPARG	Zfp142
AML1	Fan1
PPARG	Hist2h2bb
LBP9(Tcfcp211)	Arsg
PPARG	Mir505
PPARG	Zfp143
Pax-4	Rpl10a
myogenin	Atp6ap1
GR	Ccnd2
PPARG	Zfp146
SF1	Zfp148
NUR77	Lace1
CTCF	Ythdf2
PPARG	Zfp148
SOX5	Vit
FRA1	Ell3
GABPA	1500015A07Rik
myogenin	Dnajc7
ETS2	S100a13
ETS2	S100a14
CREB	Clstn2
CREB	Clstn3
ETS2	D630045J12Rik
HNF4	Vmn1r60
ETS2	Oxnad1
ETS2	S100a16
PPARG	Osr1
HNF4	4930415F15Rik
PPARG	Osr2
Nobox	Pde4b
Stat3	Khsrp
HNF4	Abcb11
GR	Mbnl1
SOX5	Atg2b
STAT6	Wfdc1
ETS2	Sash3
HNF4	Olfr142
HNF4	Vmn1r66
PPARG	AI314976
ETS2	1700061I17Rik
HNF4	Olfr143
HNF4	Vmn1r67
GR	Olfr776
AML1	C230052I12Rik
HNF4	Cops2
HNF4	Sidt1
AML1	F930015N05Rik
HNF4	Cops3
HEB	Tnnc2
HNF4	Olfr145
Prop-1	Bhlhe22
ETS2	Stc1
AP-2rep	Man1a
NF-kappaB	Rap2c
HNF4	Sidt2
HNF4	Cops4
E2A	Yipf3
GABPA	Nme3
STAT6	Tbrg1
HNF4	Olfr147
HNF4	Cops5
SOX5	Eif3a
ESE1	Tmem220
HNF4	Olfr148
myogenin	Kit
HNF4	Cops6
STAT6	Tbrg3
HNF4	Gm12034
HNF4	Olfr149
HNF4	Clmn
SOX5	Eif3c
AML1	Adpgk
HNF4	Cops8
Nobox	Gm5901
ISL1	Lmna
ATF2	Ier2
myogenin	Xkr4
HoxB5	Etv1
PUR1	Dlgap2
NUR77	Gpr152
myogenin	Xkr6
SF1	Gyk
HNF4	Hadha
PPARG	Yars
HNF4	Fezf1
HNF4	Hadhb
SOX5	Bckdha
myogenin	Xkr7
PUR1	Dlgap4
ETS2	Camta1
GABP	Gpank1
HNF4	Fezf2
AP-2rep	Dcdc2a
ETS2	Spg11
myogenin	Tspo2
AP-2rep	Rph3al
AP-2rep	Dcdc2b
SOX5	Eif3j
PPARdirectrepeat1	Prkcd
Stat3	Fam151a
Myc	Ap3m1
CART1	Spop
PUR1	2310001K24Rik
E12	Sftpc
MAFA	Arid4a
Nkx2-5	Myb
NF-Y	Wdr62
PPARG	Rnf139
NF-kappaB	Rassf5
PPARG	Cdkn3
COUP	Inpp1
Stra13	Hes1
Arx	A730069N07Rik
AP-2rep	Gm10649
AML1	Cabyr
E2A	Mid1ip1
myogenin	Ptpmt1
EBF1	Fgf6
PPARG	Itpr3
OTX	Il2ra
ETS2	Man2c1
ETS2	Aldh18a1
HNF4	Snph
HNF4	Mtap1a
USF	Hps1
STAT6	Pygm
PUR1	Rhebl1
HNF4	Mtap1b
MAFA	Snora62
Stat3	E130304F04Rik
AP-1	Jak2
ETS2	Zscan10
TAL1	Iqcc
HNF4	Ddx1
USF	Hps3
MAFA	Snora65
SF1	Rasl2-9-ps
SOX5	Armcx2
TAL1	Acsl4
USF	Hps5
NFAT3	4832428D23Rik
HNF4	Ddx4
YY1	Erh
SOX5	Armcx3
REX1	Ddx3x
MAFA	Ikbkap
HNF4	Ddx5
Hand1:E47	Zfp3
SOX5	Armcx4
ETS2	A730017C20Rik
HNF4	Hmox2
ATF	Yy1
OTX	1110018G07Rik
HNF4	Ddx6
HNF4	Mobkl2a
SOX5	Armcx6
TEF	Zfp513
PUR1	Ephb3
GR	Fam120a
HNF4	Mobkl2b
AML1	Itfg1
HNF4	Efhc1
HEB	Trim63
PPARG	Adamts14
HNF4	Efhc2
HNF4	Foxl1
ETS2	Snord11
TAL1	4930539J05Rik
PPARG	Adamts15
PPARG	Adamts16
myogenin	Il23r
HNF4	Ctla4
NRF-1	Pan3
STAT6	S1pr1
SOX5	Emcn
HNF4	Pprc1
alpha-CP1	Ccdc123
PPARG	Adamts18
CLOCK:BMAL	C2cd4a
PPARG	Adamts19
AR	Per1
ETS2	D930020B18Rik
HNF4	Abcb1a
HNF4	Abcb1b
ETS2	Snord17
T3R	Sema4c
OTX	1700011F14Rik
AP-2rep	Mpdu1
PUR1	Cobll1
FLI1	Ankrd42
NFAT3	Cyp39a1
ETS2	Snord19
Stat3	Stxbp6
Stra13	Mthfr
myogenin	Mir146b
HNF4	Cln3
MAFA	Mir101b
SMAD3	Mir668
STAT5B(homodimer)	Chsy1
SOX5	Adnp2
HNF4	Cln6
Elk-1	2410004B18Rik
Stat3	Hivep1
NF-Y	Grhl1
E2A	0610009B14Rik
ETS2	Ptf1a
NF-Y	Grhl2
PPARG	Apex1
ETS2	Itprip
PPARG	Mfi2
RFX1	Btbd17
PPARG	Apex2
Stat3	Hivep3
FRA1	Gm949
PPARG	H2-Q10
HNF4	Ehf
ETS2	Olfr1480
ETS2	Sgsh
STAT6	Cycs
HNF4	Cd79a
PPARG	Abhd14a
PUR1	1700027A15Rik
HNF4	Cd79b
PPARG	Abhd14b
Dlx-1	Barhl1
ETS2	Tnfaip8l3
ETS2	Gm266
HNF4	Nptx1
Lyf-1	2610028E06Rik
ETS2	Olfr1484
RXR:LXR-beta	Arhgap4
ETS2	Fam3c
HNF4	Nptx2
PPARG	Fos
Nobox	Mir128-1
AML1	4833424O15Rik
NRSF	Htr5a
ETS2	Olfr1487
SREBP-1	Taf6l
Stat3	Frmd4a
SOX5	Fen1
NRF-1	Ssr1
HNF4	Odc1
ETS2	Npdc1
Stat3	Frmd4b
myogenin	Otud7a
PPARG	Fam129a
AML1	Gfi1
STAT6	Gm10768
MAFA	Olfr1417
myogenin	Krt13
TAL1	1600002K03Rik
YY1	Mecom
HNF4	Hif1an
myogenin	Krt14
PPARG	Fam129c
myogenin	Krt15
NRF-1	Ssr4
ESE1	Mir1960
AML1	Abl1
HNF4	Gcat
ETS2	Krt222
REX1	Fiz1
ATF	Pvt1
myogenin	Krt17
ETS2	D030028A08Rik
AP-2rep	Gpat2
ETS2	Klrg1
PPARG	Lao1
CLOCK:BMAL	Ankrd12
myogenin	Krt19
SOX5	Gzmb
CREB	Wdhd1
CREB	Ptprk
c-Ets-1(p54)	Ttc17
PUR1	1110028C15Rik
myogenin	Cdk18
Nkx2-5	8430427H17Rik
MyoD	Men1
AP-2rep	Ogg1
PUR1	Rpl7
PUR1	Rpl8
myogenin	Xkrx
AP-2rep	Gfer
NFAT3	Ntn4
GR	Olfr1181
Lyf-1	Dennd5a
HNF4	Gsg1
GR	5330437I02Rik
HNF4	Gsg2
Nkx2-5	Drosha
E2A	Lhfpl3
PPARG	B3galt1
MAFA	Fam81a
GR	Olfr1183
HNF4	Tcf4
Lyf-1	Acoxl
Nkx2-5	Plcxd3
CREB	Ptpru
ATF2	Crh
PPARG	B3galt5
YY1	Luc7l3
HNF4	Tcf7
AP-2rep	Tk2
FLI1	Aqr
ETS2	Tln2
ETS2	Ssrp1
PREP1	C630043F03Rik
ETS2	Snord1c
STAT6	Dennd4b
PPARG	Kcnab1
SOX5	Tmem143
SOX5	Vta1
Stat3	Luzp1
GABP	Fam46a
HNF4	Zzef1
AP-2rep	P2ry12
HNF4	Vmn1r70
AP-2rep	Mir30a
NF-1	Xkr9
HNF4	Col10a1
Ets	Gtsf1
GR	Olfr781
myogenin	Zeb2
HNF4	Vmn1r74
NFAT3	Mybpc1
HNF4	Olfr151
MTF-1	Cngb1
HNF4	Olfr152
GR	Darc
AP-2rep	Hba-a1
AP-2rep	Hba-a2
myogenin	Tubb2b
HNF4	Olfr155
HNF4	Vmn1r79
ETS2	Preb
HNF4	Olfr156
myogenin	Tubb2c
ETS2	Macrod1
HNF4	Clnk
HNF4	Olfr157
Pax-4	Otx2
NF-E2	Tbk1
ipf1	Nol4
SOX5	AA545190
HNF4	Olfr159
SOX5	Bace2
ETS2	Bcar1
Arnt	Nkx2-2
deltaEF1	Adora2b
HNF4	Wdtc1
EBF1	Cacnb3
MAFA	Stil
SOX5	Eif4e
STAT6	Gcgr
