rom GENESYM to affyhg
LXR	C19orf46
TEF-1	KLHL10
GLI	NUS1
PU.1	PKN2
NURR1	PEX26
TEF-1	KLHL12
FXR	ESCO2
YY1	SNORD2
AP-1	OR6X1
TEF-1	KLHL13
NURR1	IDH3G
GR	TCTN2
HMGIY	SERPINA7
AP-1	ASB2
NeuroD	VILL
TEF-1	KLHL15
HNF4	TMBIM1
ESR2	ECSIT
YY1	SNORD7
STAT3	HTR2C
USF1	ANKRD28
HMGIY	CCDC55
AP-1	ASB5
TEF-1	KLHL18
YY1	SNORD9
TEF-1	SLC16A1
GR	RBM42
LBP-1	CRABP1
PUR1	C13orf1
PUR1	KCNIP2
TEF-1	SLC16A2
TEF-1	SLC16A3
HMGIY	CCDC58
LBP-1	CRABP2
PU.1	LOC653160
HMGIY	PCDHGB1
NeuroD	FAM43A
AP-1	ASB9
TEF-1	SLC16A4
CTCF	NHEJ1
HMGIY	PCDHGB2
MAFA	LRFN3
HNF4	FMOD
PUR1	COPE
TEF-1	SLC16A6
STAT6	POMGNT1
TEF-1	SLC16A7
TEF-1	SLC16A8
FXR	RNU5D
STAT6	TFCP2L1
HMGIY	PCDHGB6
STAT6	UQCRFS1
TEF-1	SLC16A9
FXR	RNU5E
ETS2	HLA-DQB1
HMGIY	PCDHGB7
STAT4	FEM1B
ETS2	HLA-DQB2
HNF4	FYCO1
STAT4	FEM1C
FXR	IL1F6
E2A	ZFHX3
STAT1	NDUFA12
TEF-1	SLC16A10
TEF-1	SLC16A11
HMGIY	DOK2
YY1	FRA10AC1
TEF-1	SLC16A13
HMGIY	DOK4
HMGIY	DOK5
ETS2	SPHK2
TEF-1	SLC16A14
HMGIY	DOK6
PXR(PXR:RXR)	ALDH2
REL	PRDM12
YY1	TAS1R1
YY1	TAS1R2
Myc	CHL1
YY1	TAS1R3
TEF-1	GLYATL3
LBP-1	CDKL1
SOX4	SIP1
FOXA1	VSIG2
ETS2	SNORA3
USF	KIAA1274
STAT4	VAX2
Pax-6	DTD1
NeuroD	SCARNA9L
LBP-1	CDKL3
FXR	COL3A1
ETS2	FLT3LG
AP-2rep	ZNF75D
ETS2	SNORA6
TEF-1	LOC100499194
LBP-1	CDKL5
MAFA	ZNF184
MAFA	ZNF185
NeuroD	CHIC1
ETS2	SNORA9
IPF1	C21orf34
HNF4	MIR548F5
Shox2	KRT74
NeuroD	CHIC2
NURR1	GNB2L1
FLI1	FKBP2
STAT4	TCF23
E2A	RANBP10
TEF-1	TAS2R3
STAT6	LMBRD2
Pax-6	LOC150622
TGIF	KIF2B
STAT4	TCF25
TEF-1	TAS2R4
E2A	NFAM1
SF1	GJA5
Nrf-1	PCNXL3
NeuroD	MS4A10
TEF-1	ISX
STAT4	KIAA0430
TEF-1	TAS2R7
ATF	SNORD44
ETS2	UMODL1
TEF-1	TAS2R8
PU.1	LPXN
MAFA	HTRA1
Elk-1	RPRD1B
TEF-1	TAS2R9
MAFA	HTRA2
NeuroD	MS4A14
E2A	RANBP17
SOX10	ANGEL1
PU.1	GPR182
STAT6	ALG8
ETS2	ADAM23
HMGIY	TAB3
TGIF2	L3MBTL3
STAT3	SNORD93
HMGIY	RAB4B-EGLN2
Vax-2	KIAA0528
TAL1::TCF3	MIR199A2
YY1	ADAM5P
E2A	RIMKLA
Nrf-1	CLTCL1
Nrf-1	SPOP
E2A	UCP2
ETS2	ADAM28
STAT6	SHBG
LEF1	DIXDC1
E2A	UCP3
alpha-CP1	ZBTB5
PXR(PXR:RXR)	MIR4303
NURR1	NUDT16L1
PXR(PXR:RXR)	MIR4305
NF-Y	BICD2
NeuroD	NMBR
GR	MCOLN2
HNF4	FAM188A
AP-2rep	LOC100130827
HMGIY	CRTAM
TEF-1	HPRT1
LM4_M2	ZKSCAN5
E2A	SRC
SOX10	LOC646982
STAT4	ZNF346
MAFA	SPEG
ATF	HOXC10
GABP	KTI12
SOX4	PLG
NURR1	BDKRB1
NFAT2	C12orf50
SOX10	CREM
PU.1	GJB1
FXR	GLTPD2
E2A	SRF
YY1	LOC100129316
Oct-1	ITSN1
NF-Y	C20orf194
PNR	NFKBIB
SRF	AK1
SOX4	PDGFRA
STAT6	PRNT
E2A	CRHR1
AP-1	CATSPER2P1
HEB	GNB3
MAFA	OR10X1
FXR	SP100
PU.1	GJB6
E2A	CRHR2
RP58	PRG4
HMGIY	FOXD2
MAFA	SPEN
TEF-1	KRAS
NFAT2	C12orf56
IRF8	SLC10A6
HMGIY	FOXD3
TCF-4	RPP14
Pax-4	ZNF608
IRF8	SLC10A7
NURR1	NDUFS1
SOX10	FUS
NURR1	NDUFS2
MAFA	EPB41L1
NURR1	NDUFS3
alpha-CP1	XPO1
NeuroD	LOC150568
AP-4	MC5R
MAFA	EPB41L3
STAT3	NOX3
PU.1	CXCL1
NFKB1	CDC20B
E2A	TCF7L2
STAT3	NOX4
LBP-1	TRIM2
LBP-1	TRIM3
TEF-1	FAM49B
LBP-1	DYNLRB1
SOX10	FUZ
PU.1	DTNA
PU.1	CXCL5
NERF1a	CNPPD1
STAT5A	MIR3605
PU.1	CXCL6
LBP-1	TRIM6
LEF1	RNF19A
STAT1:STAT1	CACNG2
STAT5A	MIR3607
LBP-1	TRIM7
LBP-1	TRIM9
ETS2	TOPORS
TEF-1	EMG1
Arnt	NKX2-6
STAT6	TAGLN2
TEF-1	MC3R
PUR1	PWWP2B
c-Myb	FBXO8
LEF1	FERD3L
ETS2	C1orf130
NeuroD	FARP1
NURR1	ZBTB20
HOXC9	MIR124-2
MEIS1	RBX1
NeuroD	FARP2
PKNOX2	ZNRD1-AS1
NURR1	TMEM71
PU.1	TFE3
NURR1	ZBTB22
Lyf-1	VEGFA
ETS2	C1orf133
NURR1	TMEM72
SAP-1a	APPL2
FXR	THRSP
YY1	UROS
PU.1	NMNAT2
NURR1	TMEM74
NURR1	MKX
PU.1	ST7L
GR	TMEM100
STAT6	ERGIC1
SF1	URGCP
ETS2	PSPH
NeuroD	ESPNL
EBF	ZNF575
SRF	STX10
TCF-4	COMMD3
SOX10	N4BP2L1
SOX4	PCDHGB3
OCT-x	MIR3143
FXR	ANKFY1
LBP-1	KIAA0391
TEF-1	WIBG
Lyf-1	SPATS2L
SRF	STX12
NURR1	C17orf54
Nrf-1	C17orf72
TEF-1	PHF12
TFE	TAP2
RORA_2	A1CF
LM4_M2	MIR20B
PU.1	CSF2RB
SOX4	PCDHGB7
TEF-1	PHF13
LBP-1	ADD3
NURR1	C17orf57
TEF-1	PHF14
NRSE	CTNNA2
NURR1	C17orf58
STAT6	TIMM9
FXR	MPPED2
TEF-1	PHF15
COUP	C1QL3
HMGIY	SERPINB3
SOX10	SAR1A
PU.1	TFEB
HMGIY	SERPINB4
Tal-1beta:ITF-2	DMD
TEF-1	KLHL21
TEF-1	PHF17
TEF-1	KLHL22
ETS2	TRPM2
HEB	SEC1
HMGIY	SERPINB5
PUR1	COQ9
PUR1	LOC283731
TEF-1	PHF19
ETS2	TRPM3
HMGIY	SERPINB7
TEF-1	KLHL24
HMGIY	SERPINB8
NeuroD	CHP2
TEF-1	KLHL25
SOX4	FMN1
STAT3	HTR3A
MAFA	ACPL2
NURR1	AFAP1L1
TEF-1	KLHL26
HMGIY	CCDC63
ETS2	MYOM3
ETS2	TRPM6
SOX4	FMN2
AP-2rep	HNRNPK
Nrf-1	MYL12A
HMGIY	CCDC64
LBP-1	MIR1289-2
TEF-1	HMCN1
TEF-1	KLHL28
HMGIY	CCDC65
deltaEF1	GABBR1
ETS2	TRPM8
TGIF1	LHX9
LBP-1	ZNF286A
USF1	MCFD2
TEF-1	KLHL29
ETS2	CDYL
LBP-1	ZNF286B
HMGIY	CCDC68
HMGIY	ATOX1
AP-2rep	R3HDM1
LBP-1	HTR7P1
HMGIY	PCDHGC3
SOX10	ALMS1
LEF1	BBX
HNF3A	C9orf23
SOX4	TNS3
GATA-6	FOXRED2
NeuroD	EVC
STAT4	ITSN2
COUPdirectrepeat1	RAB5B
LM4_M2	C2CD3
ETS2	HS2ST1
ETS2	RDBP
AP-2rep	HNRNPU
GABP-alpha	KIAA0226
P50:RELA-P65	CNTNAP1
TGIF2	MAP3K13
NeuroD	PABPC1L2B
SOX10	CD300LB
MAFA	OR2B11
TEF-1	NPY6R
YY1	DDHD1
HNF3A	MIRLET7A2
NURR1	STX12
Tel-2	FANCD2
NeuroD	EVL
TEF-1	LAMTOR1
NeuroD	TIMD4
YY1	LTC4S
YY1	LOC645676
NeuroD	OR4F15
TEF-1	LOC144742
NeuroD	CHPF
TEF-1	LAMTOR2
SOX10	CD300LF
NURR1	SP140
ETS2	ERO1LB
GABP	NDUFB5
SF1	MIR218-2
HNF4	LOC100128811
USF	UBN1
HNF3A	CDCA7L
GR	MIR604
GR	MIR605
YY1	PDZK1IP1
c-Myc:Max	SREK1
GABP	NDUFB9
STAT6	SHC1
NeuroD	LRRFIP1
ETS2	MIR487A
p53decamer	FAM13A
NeuroD	LRRFIP2
ETS2	C16orf7
ETS2	MIR487B
STAT6	SHC4
PU.1	SACS
Myc	HHEX
GABP	CPEB4
LRF	MRPL12
NeuroD	CHID1
LRF	MAD2L2
PNR	PAK4
FXR	SDC1
NeuroD	KCNJ10
LM4_M2	CSNK2A1
MAFA	LOC100505503
NeuroD	KCNJ11
LBP-1	SFTPB
FXR	SDC2
LRF	PALM2
NeuroD	KCNJ12
IRF8	FLJ31306
RFX1	LOC100507582
LBP-1	SFTPC
FXR	SDC3
NeuroD	ATP6V1G2-DDX39B
TEF-1	LOC388387
HNF4	SPECC1
NeuroD	LOC100129066
NeuroD	KCNJ13
NeuroD	KCNJ14
NURR1	RERE
NeuroD	KCNJ15
PUR1	UBE2M
NeuroD	KCNJ16
NURR1	RERG
PUR1	UBE2N
STAT6	S100A11
GR	OR2A7
NeuroD	KCNJ18
E2A	MIR26A1
E2A	MIR26A2
ATF	C12orf62
TEF-1	CDC123
HMGIY	TAC1
ETS2	GPAA1
STAT6	S100A14
ETS2	ADAM33
STAT6	RGR
AP-2rep	TNR
AP-4	MITF
STAT6	S100A16
YY1	SERAC1
TEF-1	TPSB2
ATF	C12orf66
NURR1	NANOG
LBP-1	IL1F10
OTX	PELO
HMGIY	WIPF1
PXR(PXR:RXR)	KDM2A
NFAT2	LOC100302650
STAT3	CHRNG
STAT4	LOC149620
Oct-1	DLGAP3
Oct-1	DLGAP4
HEN1	SRCAP
PXR(PXR:RXR)	MIR4311
LEF1	SNORA4
PXR(PXR:RXR)	TP53INP2
TEF-1	GGNBP2
Myc	PDP2
FXR	PNOC
TGIF	RAB1A
Oct-2	OPA3
ETS2	SLC3A2
GABP-alpha	CSPP1
LBP-1	RTP3
LBP-1	RTP4
RFX1	SLC27A1
AP-2rep	SLC28A2
TEF-1	FAM186A
TLX1::NFIC	TGIF2-C20ORF24
SOX10	FAM132A
YY1	PTAFR
HNF4	FAM189B
USF	NOBOX
NF-Y	UBE2C
YY1	LOC100192426
NURR1	LOC221710
LEF1	DAB2
STAT4	ZNF358
HSF	ITGB3
ETS2	ADAM3A
AP-2rep	PRDX3
STAT4	YWHAG
SF1	ZNF281
PU.1	ITPRIPL1
FXR	HIPK1
STAT3	CDH2
Myc	LOC440028
FXR	SP110
HMGIY	FOXE1
LEF1	UMODL1
FXR	HIPK4
STAT3	MOSPD3
PU.1	PDGFRA
GR	MRPL55
PUR1	NAPB
Octamer	NDUFA4L2
Nkx6-1	ZNF536
NFAT2	C12orf69
PXR(PXR:RXR)	ACCS
Myc	DNAH11
HMGIY	MIR550A1
TEF-1	LRTM1
MAFA	CAMSAP1L1
LEF1	WFIKKN2
USF	DDX42
TEF-1	LRTM2
ETS2	HINT1
c-Myc:Max	DUSP7
YY1	LRRC2
MyoD	DLG3
E2A	CCBL1
NF-Y	UBE2S
SOX4	PTGER4
ETS2	CNP
PXR(PXR:RXR)	JDP2
TAL1	SFRP5
USF	DDX46
NURR1	D4S234E
STAT6	SETD1B
SOX10	OR52D1
MAFA	SLC8A1
MAFA	SLC8A2
NFAT2	MITF
NURR1	MLN
c-Ets-1	STARD13
HNF4	SPTY2D1
HMGIY	RRBP1
TEF-1	BHLHE41
TEF-1	MC4R
GR	PGPEP1L
PU.1	TFF1
SF1	COLQ
LBP-1	MTX1
MAFA	MKL1
SMAD	GLTP
LBP-1	MTX2
SPI-B	FRRS1
SOX4	HNRNPA3P1
MAFA	MKL2
LBP-1	MTX3
YY1	FLII
NURR1	ZBTB33
ETS2	C1orf144
E2A	REPIN1
NURR1	MLX
SOX10	NDE1
ETS2	C1orf146
E2A	CWF19L2
NURR1	C17orf60
LTF	TEP1
MAFA	PVRL1
NURR1	C17orf61
Myc	PTPRR
USF1	PNLDC1
HNF4	LOC100132146
GR	TMEM114
NURR1	ZBTB39
NURR1	TMEM89
TEF-1	PHF20
NURR1	C17orf63
TCF4	MDM1
MAFA	PVRL4
NURR1	C17orf64
Nrf-1	C17orf81
FLI1	PHKB
SOX10	DENND4A
PUR1	TTC13
STAT6	TRIM10
SOX10	DENND4B
USF1	SNORA80B
STAT6	TRIM11
TEF-1	PHF23
NeuroD	SEL1L
LBP-1	DLEU2
NeuroD	LOC400891
USF1	ANKRD40
TEF-1	ARR3
Lyf-1	TRA2A
STAT6	TRIM14
PU.1	PKP1
USF1	EP300
TEF-1	KLHL30
STAT6	TRIM15
SOX10	LOC100130933
STAT4	GNG2
AREB6	PPP2R2B
TEF-1	KLHL31
SOX10	SLC26A9
TEF-1	KLHL32
TEF-1	KLHL33
NURR1	TMEM8C
FXR	AMMECR1
TEF-1	KLHL34
Tel-2	TMEM69
POU5F1	MIR575
Oct-1	NRXN1
TEF-1	KLHL35
TCF-4	BTBD10
SOX4	FMO1
TEF-1	KLHL36
SOX4	FMO2
HNF3A	C6orf155
SF1	LOC284454
AREB6	KIAA0748
USF1	ANKRD49
HMGIY	CCDC75
NURR1	ACSL5
TEF-1	KLHL38
SF1	FAM104A
NURR1	ACSL6
CTCF	ZBP1
HMGIY	CCDC77
YY1	VANGL1
STAT6	PHOX2A
TCF-4	NUP153
YY1	VANGL2
STAT6	NRN1L
NeuroD	FAM45A
STAT6	PHOX2B
RFX1	DOM3Z
LM4_M2	ORMDL3
NeuroD	MORF4L1
TCF-4	BTBD18
NeuroD	FAM45B
AP-2rep	ZNF772
GR	APP
PU.1	CEBPE
USF1	PGAP2
YY1	MICAL1
PXR(PXR:RXR)	KRT222
AP-2rep	ZNF775
YY1	MICAL3
PU.1	CEBPG
STAT6	CPT1A
deltaEF1	CCDC3
STAT3	SH3KBP1
NeuroD	BCO2
TAL1	LOC148696
TAL1::TCF3	AP1S2
RELA	DCP2
c-Myc:Max	AFF4
NeuroD	NMD3
HNF4	TESK2
NF-Y	TTC15
AR	ESR2
NF-Y	TTC16
FXR	TTC7B
TCF-4	KIAA0494
NeuroD	G0S2
NeuroD	CACNG1
PUR1	CORT
SOX9	POLB
STAT4	UHRF1BP1
NeuroD	CACNG2
TEF-1	DHFR
c-Ets-1	LOC541471
NeuroD	CACNG4
GR	MIR617
Oct-1	SUB1
NURR1	LSM2
NeuroD	CACNG5
NURR1	MSLNL
GR	MIR618
TEF-1	HOXA10
Staf	ADAM17
TEF-1	HOXA11
NeuroD	CACNG7
HNF4	MIR548H4
Meis2	GLYATL3
ETS2	LEKR1
LBP-1	SYS1
NeuroD	CACNG8
USF	UBE2V2
YY1	LOC200261
NURR1	LSM7
STAT4	EDC4
NeuroD	SMARCA1
PXR(PXR:RXR)	CYP4F3
OTX	GNRH1
ETS2	LOC388942
NeuroD	SMARCA2
TCF-4	NME3
ETS2	LOC642587
ESR2	C1orf15-NBL1
YY1	CRYZL1
RORA_1	CES2
YY1	SASS6
Oct-2	CCDC107
LEF1	IFT57
ETS2	FCGBP
HMGIY	COX10
HNF4	PTHLH
NURR1	PNCK
LBP-1	KDELR1
HMGIY	COX11
CTCF	GAS7
ETS2	LOC388946
HNF4	NIPAL1
TEF-1	IFNA21
NFAT2	PCDHA4
HMGIY	STEAP2
HNF4	NIPAL3
HEB	ZDHHC24
MAFA	ATL1
NeuroD	MIR3714
HEB	HSF1
HMGIY	STEAP4
STAT3	NCRNA00163
NURR1	ZPBP2
HMGIY	ACRBP
PU.1	TOR1B
AP-2rep	YJEFN3
Pbx-1	CYB5D1
ATF2:c-Jun	IFT20
LBP-1	XK
HNF4	NDUFA4L2
Myc	BCL6
LBP-1	WTIP
PXR(PXR:RXR)	MIR4320
ICSBP	ZNF438
NURR1	C3orf24
STAT6	PRPH
AP-2rep	TOX
PARP	PDXDC2P
LBP-1	TXNIP
NeuroD	BCOR
HMGIY	RPRM
NURR1	REST
NURR1	APOOL
NURR1	C3orf27
USF	CLCN2
STAT3	SORD
SOX10	NEDD8
STAT4	NRXN1
GLI3	MARCH9
STAT6	SNAPIN
STAT4	NRXN3
HNF4	GLIPR1L1
TEF-1	RNF144A
USF	CLCN7
NeuroD	SERP2
TEF-1	RNF144B
AP-2rep	LYPD2
AP-2rep	LYPD3
YY1	CD160
MAFA	NHLRC3
STAT3	SAA3P
LEF1	PHF21A
NeuroD	ACMSD
Nrf-1	UQCRB
E2A	STH
NeuroD	CDH11
RSRFC4	TSPAN1
c-Rel	SNX20
PPARdirectrepeat1	PAN2
NeuroD	CDH12
NeuroD	CDH13
GR	TEC
YY1	CD164
AP-2rep	EVI5L
FXR	APOL2
STAT5A	CCL23
NeuroD	CDH15
NeuroD	CDH16
YY1	MIR1260B
FXR	APOL4
COUP	REXO2
RFX1	GOT1L1
NeuroD	CDH17
TFE	ACACA
GR	LTBP3
NeuroD	CDH18
E2F	TCEAL5
STAT5A	CCL27
Myc	HSD17B14
HNF4	AP3B2
ETS2	KDELC2
STAT3	MAGEA10-MAGEA5
STAT3	ARRDC5
LEF1	LOC643008
PUR1	SOX10
RFX1(EF-C)	C7orf45
Myc	SEC24A
ETS2	MICALL1
AP-2rep	COMMD10
PUR1	SOX12
ETS2	MICALL2
HNF4	NFATC1
HNF4	NFATC2
PXR(PXR:RXR)	SULT1A2
LEF1	EXOSC1
PUR1	SOX15
PXR(PXR:RXR)	SULT1A3
HNF4	NFATC3
MAFA	XRCC6BP1
SOX10	OR52E4
SOX10	LOC389023
ETS2	RASL10A
PXR(PXR:RXR)	SULT1A4
HNF4	NFATC4
ETS2	RASL10B
PUR1	SOX18
TEF-1	MC5R
ETS2	SEP15
SOX10	OR52E8
ETS2	LRGUK
NURR1	SPIN2A
ETS2	C1orf150
ETS2	TJAP1
SMAD	OR10H5
HEB	MPPED2
NURR1	ZBTB40
NURR1	SPIN2B
ETS2	C1orf151
NURR1	TMEM91
FXR	ANKS1B
NeuroD	TMEM229A
ETS2	LOC285484
NeuroD	HSPA13
NURR1	TMEM92
NURR1	ZBTB42
NeuroD	TMEM229B
LM4_M2	ZUFSP
RFX1	FAM166A
PU.1	SETD5
NURR1	TOX2
PUR1	XAB2
ETS2	FAM38A
NURR1	ZBTB43
NeuroD	HSPA14
Myc	G6PC3
NURR1	TOX3
FXR	METTL7A
NURR1	ZBTB44
NRSF	GUCY2E
PU.1	SETD7
HMGIY	LOC442211
NURR1	TMEM95
EBF	ZNF593
ATF2:c-Jun	WFDC3
ETS2	C1orf157
NURR1	ZBTB47
NURR1	ZBTB48
NURR1	TMEM99
YY1	SHISA2
HSF2	CHML
LBP-1	GLRA1
RORA_1	PRKCDBP
NURR1	C17orf74
SOX10	DENND5A
YY1	SHISA4
LBP-1	GLRA3
SF1	CGA
SOX10	MIR133A1
NURR1	C17orf75
Myc	ATG14
SOX10	DENND5B
LBP-1	GLRA4
HNF4	GON4L
Tel-2	TMEM71
Octamer	U58
PUR1	TTC25
YY1	SHISA6
YY1	SHISA7
NURR1	C17orf78
SOX10	LOC221122
HEB	CDH11
RFX1	PACRGL
Nrf-1	C17orf97
MEF2A	HMG20A
NeuroD	HSPA1B
FXR	RNU86
HEB	CDH13
REST	CHGA
NURR1	TMEM9B
STAT6	TRIM27
REST	CHGB
OTX	RORB
STAT6	ATP5EP2
aMEF-2	SPEG
NURR1	ATP1A1
HEB	CDH16
STAT3	HTR5A
NURR1	ATP1A2
NURR1	ATP1A3
NF-Y	SOX14
NeuroD	BAALC
NFAT2	NCL
NeuroD	ZGPAT
HMGIY	CCDC86
MAFA	BOK-AS1
TEF-1	BARD1
HNF4	MIR26A2
GABP	ISCU
HMGIY	C10orf105
NeuroD	THUMPD2
LBP-1	PABPN1L
HMGIY	CCDC89
NeuroD	FAM46A
SOX4	SRPK2
NeuroD	THUMPD3
SOX10	SPEF1
NeuroD	FAM46B
NeuroD	FAM46C
FXR	PA2G4P4
HMGIY	C10orf108
ETS2	MGST2
AP-2rep	ZNF782
MAFA	ZWINT
ETS2	MGST3
NURR1	NPTX1
AP-2rep	C10orf12
YY1	ADH1B
LBP-1	ARPP21
NF-kappaB	GPBP1
TEF-1	SEPT2
TEF-1	SEPT3
TEF-1	ARSG
FXR	GNRH1
AP-2rep	FAM154A
FXR	GNRH2
TEF-1	SEPT4
NeuroD	ALOX12
TEF-1	NSMCE1
LBP-1	XYLB
TEF-1	SEPT5
AP-1	CD70
TEF-1	ARSI
NR1H2::RXRA	EPT1
YY1	TGFBR1
TEF-1	ARSJ
TEF-1	SEPT6
NeuroD	NME1
PUR1	FITM1
NeuroD	CHRD
MAFA	CXorf49B
CREB	PAPOLA
LBP-1	MTHFD1
YY1	TGFBR3
GABP	PPP1R10
TEF-1	SEPT8
TEF-1	SEPT9
NeuroD	NME3
LM4_M2	ETFDH
LBP-1	MTHFD2
SOX10	LOC727896
STAT6	SASH3
NFAT2	RIN2
NeuroD	NME5
ETS2	NINL
GR	MIR623
Tel-2	HMGA1
HMGIY	RPS3
Myc	VILL
ICSBP	C8orf80
TEF-1	IVL
YY1	KLC2
SOX10	LOC151534
NFAT2	HOXA1
FXR	PMEPA1
ETS2	SNORD8
TEF-1	C8B
NFAT2	HOXA2
TCF-4	INPP4B
AP-2rep	RER1
GR	CNFN
ETS2	SNORD9
NFAT2	HOXA3
RFX1	MEAF6
YY1	KLC4
NeuroD	LOC100129083
FXR	IDH3A
Bach2	KPNA1
NFAT2	HOXA4
NURR1	FLJ37543
NeuroD	SMARCB1
NFAT2	HOXA5
NF-Y	RALYL
LM4_M2	RAD18
LBP-1	SYT2
LBP-1	SYT3
MATH1	BCL6B
Oct-2	CCDC116
ETS2	LOC642597
PUR1	MAPK3
NF-Y	LEMD3
NFAT2	HOXA7
TEF-1	PTCRA
ETS2	VDR
ETS2	MIR450A1
TAL1	VEGFA
ETS2	MIR450A2
LBP-1	SYT6
N-Myc	TEF
AREB6	ARFIP2
LBP-1	SYT7
FXR	IDH3G
LBP-1	SYT8
HMGIY	RPSA
NeuroD	HSD17B10
ATF	SNORD74
TEF-1	SRSF10
NURR1	LOC400931
PXR	LPCAT3
TAL1	GBX2
NeuroD	HSD17B11
ATF	SNORD75
TEF-1	SRSF11
SOX10	PIAS2
ETS2	NDUFB10
NeuroD	HSD17B12
STAT4	ITM2C
NURR1	HMGCS1
ATF	SNORD76
TEF-1	SRSF12
SOX4	VPS25
ETS2	NDUFB11
CTCF	GRPEL1
NURR1	MLLT10
SOX10	PIAS3
ATF	SNORD77
NeuroD	HSD17B14
Myc	MBTD1
NURR1	MLLT11
ATF	SNORD78
TEF-1	TPSD1
LBP-1	COPB1
NFAT2	MIR450A1
ATF	SNORD79
PUR1	SLCO4A1
STAT6	RCC2
LEF1	SGK1
LBP-1	COPB2
NURR1	NPTXR
SOX4	VPS29
NURR1	C3orf32
PUR1	OPRL1
Oct-1	FLJ16341
Ebox	MIR3131
NeuroD	HCG4P6
AP-2rep	TSTD2
HMGIY	ST3GAL1
TAL1	ALCAM
AP-2rep	RERE
HNF4	STBD1
AP-2rep	RERG
HNF4	CWF19L1
PXR(PXR:RXR)	ZSCAN21
TEF-1	UXS1
STAT5B(homodimer)	SATB1
TEF-1	FAM188A
LEF1	DAD1
GABP-alpha	BRMS1
TEF-1	CDC14A
TEF-1	MITF
SOX10	FAM134C
TEF-1	CDC14B
CAR	TRMT1
MATH1	INPP4B
NF-Y	LRIG1
STAT4	ADRB2
MAFA	LOC100128881
NF-Y	LRIG2
STAT4	ADRB3
NeuroD	CDH20
HNF4	MYH10
NF-Y	LRIG3
HNF4	MYH11
NFAT2	YSK4
ATF1	EFR3A
ETS2	CPD
HMGIY	FOXG1
Zic2	MAP7D1
AP-1	SLC50A1
LBP-1	DYRK1B
HNF4	MYH13
NeuroD	CDH23
RELA	PLA2G4E
NeuroD	CDH24
NeuroD	CDH26
NURR1	NDUFV2
NURR1	HSPA9
NURR1	NDUFV3
NeuroD	OSBP2
NF-Y	MAPK7
SOX4	POR
TEF-1	POU1F1
STAT6	UBAP2
c-Rel	SOS1
AP-4	EML2
YY1	KCNA2
ETS2	CPM
Lyf-1	MIR129-1
HMGIY	DNALI1
AP-2rep	DLGAP3
Nkx6-1	HSD11B1
PU.1	HMGA1
AP-2rep	SLC13A3
E2A	CRAMP1L
YY1	KCNA5
SMAD	ADH1C
ETS2	ADAM5P
AP-2rep	SLC13A4
Arnt	RAB9A
TEF-1	ST6GALNAC2
RP58	SLC4A1
HNF4	LRMP
PR	MIR200C
STAT5A(homodimer)	ANXA7
alpha-CP1	PASK
LBP-1	TRIP6
TEF-1	ST6GALNAC3
TEF-1	ST6GALNAC4
ETS2	TNIK
ETS2	KRT19P2
STAT3	PSAP
STAT6	THEMIS
HNF4	IPO13
ETS2	RASL11A
AREB6	SCARA5
NURR1	IDH1
AR	PER1
deltaEF1	RGS17
ETS2	RASL11B
FXR	MRPS18C
PUR1	TCERG1L
PUR1	NARS
MAFA	NPPA
Lyf-1	SEC61B
PPAR	CREB3L3
MAFA	NPPB
ETS2	C1orf162
ETS2	CPZ
p53decamer	TBC1D10A
MAFA	NPPC
RFX1	FAM167A
FXR	HSPBAP1
HMGIY	COL28A1
AP-1	MIR623
NURR1	G3BP1
NeuroD	IMMT
AREB6	DDAH2
PR	ITPKC
NeuroD	LCAT
GLI3	RCCD1
ETS2	C1orf168
HMGIY	SPARCL1
PUR1	JSRP1
NURR1	C17orf81
NURR1	CRB2
STAT6	TIMP3
STAT6	TLCD2
AP-2rep	LOC415056
PUR1	TTC31
LBP-1	PHLPP1
GR	B4GALNT3
IRF8	BATF2
GR	TMEM135
Bach2	PADI4
LBP-1	PHLPP2
OCT-x	MIR3175
GR	TMEM136
E2A	CNGA4
NURR1	C17orf85
GR	RTN1
STAT4	ILDR1
Tel-2	ZBTB32
SOX10	IFITM1
TEF-1	ART1
ETS2	MKNK1
YY1	ALS2
AP-2rep	FABP1
STAT6	TRIM32
ETS2	MKNK2
TGIF	TGIF1
PUR1	TTC36
PU.1	NCRNA00152
NURR1	C17orf88
SOX10	IFITM3
GR	RTN4
GR	STMN1
HMGIY	SERPINE2
TEF-1	ART3
HMGIY	SERPINE3
TEF-1	ART4
AP-2rep	FABP4
LBP-1	MIR3179-1
E2A	ITFG1
NeuroD	FARSB
LBP-1	MIR3179-2
GR	STMN4
Tel-2	ZBTB37
LBP-1	MIR3179-3
STAT6	TRIM38
YY1	ACIN1
HMGIY	CCDC91
YY1	RCL1
c-Myc:Max	SNORD110
NURR1	ATP1B2
HMGIY	CCDC92
HEB	OSBP2
Arnt	GPS2
MYB	CA10
NURR1	ATP1B4
STAT3	ZFP161
NURR1	LOC150622
USF	LILRA1
HMGIY	C10orf114
USF	LILRA2
SOX10	SLC11A2
HEB	TSGA10IP
USF	LILRA3
NURR1	TNFAIP1
LBP-1	SYCE1L
RORA_1	ZNF664-FAM101A
HMGIY	CCDC99
NURR1	CD99L2
YY1	ABCB10
NURR1	TNFAIP2
USF1	LOC339674
USF	LILRA5
TCF-4	NDNL2
GR	DIAPH1
